Track_id, Transition_type_no, Transition_type_name, Time_in_channel_(frame), Time_entered_channel_(frame), Time_left_channel_(frame), 
16, 2, FT, 689.0, 131.0, 820.0, 
36, -1, BR, 193.0, 822.0, 1015.0, 
46, 1, FR, 100.0, 1014.0, 1114.0, 
47, -2, BT, 61.0, 1017.0, 1078.0, 
50, 1, FR, 5.0, 1080.0, 1085.0, 
51, 1, FR, 15.0, 1087.0, 1102.0, 
52, 1, FR, 4.0, 1104.0, 1108.0, 
55, 1, FR, 144.0, 1116.0, 1260.0, 
56, -1, BR, 16.0, 1116.0, 1132.0, 
58, -1, BR, 8.0, 1139.0, 1147.0, 
63, 2, FT, 114.0, 1265.0, 1379.0, 
69, 1, FR, 9.0, 1358.0, 1367.0, 
70, 1, FR, 61.0, 1369.0, 1430.0, 
72, -2, BT, 6.0, 1385.0, 1391.0, 
73, 2, FT, 5.0, 1395.0, 1400.0, 
76, -1, BR, 11.0, 1402.0, 1413.0, 
78, 1, FR, 4.0, 1407.0, 1411.0, 
81, -1, BR, 26.0, 1417.0, 1443.0, 
84, 1, FR, 8.0, 1634.0, 1642.0, 
84, 1, FR, 42.0, 1586.0, 1628.0, 
84, 1, FR, 53.0, 1530.0, 1583.0, 
84, 1, FR, 4.0, 1524.0, 1528.0, 
84, 1, FR, 94.0, 1428.0, 1522.0, 
87, 1, FR, 14.0, 1434.0, 1448.0, 
88, -1, BR, 17.0, 1445.0, 1462.0, 
89, 1, FR, 27.0, 1452.0, 1479.0, 
91, 1, FR, 57.0, 1459.0, 1516.0, 
95, -1, BR, 13.0, 1479.0, 1492.0, 
97, -1, BR, 23.0, 1495.0, 1518.0, 
100, 1, FR, 33.0, 1518.0, 1551.0, 
101, -1, BR, 44.0, 1520.0, 1564.0, 
120, -1, BR, 4.0, 1574.0, 1578.0, 
122, -1, BR, 9.0, 1580.0, 1589.0, 
124, -1, BR, 246.0, 1591.0, 1837.0, 
126, 1, FR, 11.0, 1598.0, 1609.0, 
130, -1, BR, 5.0, 1614.0, 1619.0, 
137, -1, BR, 5.0, 1634.0, 1639.0, 
141, -1, BR, 11.0, 1653.0, 1664.0, 
152, 1, FR, 11.0, 1729.0, 1740.0, 
153, 1, FR, 5.0, 1731.0, 1736.0, 
163, 1, FR, 50.0, 1785.0, 1835.0, 
163, 1, FR, 10.0, 1773.0, 1783.0, 
170, 1, FR, 7.0, 1809.0, 1816.0, 
173, -1, BR, 7.0, 1839.0, 1846.0, 
174, -1, BR, 5.0, 1849.0, 1854.0, 
177, -1, BR, 19.0, 1860.0, 1879.0, 
178, -1, BR, 16.0, 1881.0, 1897.0, 
179, -1, BR, 5.0, 1901.0, 1906.0, 
180, -1, BR, 13.0, 1908.0, 1921.0, 
186, -1, BR, 42.0, 1937.0, 1979.0, 
192, 1, FR, 61.0, 1988.0, 2049.0, 
194, -1, BR, 114.0, 1993.0, 2107.0, 
204, 1, FR, 191.0, 2251.0, 2442.0, 
204, 1, FR, 30.0, 2214.0, 2244.0, 
204, 1, FR, 103.0, 2108.0, 2211.0, 
204, 1, FR, 31.0, 2075.0, 2106.0, 
212, -1, BR, 12.0, 2106.0, 2118.0, 
216, -1, BR, 4.0, 2116.0, 2120.0, 
218, -2, BT, 35.0, 2122.0, 2157.0, 
220, -1, BR, 6.0, 2125.0, 2131.0, 
221, -2, BT, 33.0, 2127.0, 2160.0, 
223, -1, BR, 6.0, 2138.0, 2144.0, 
228, -1, BR, 8.0, 2174.0, 2182.0, 
231, -1, BR, 4.0, 2184.0, 2188.0, 
232, -1, BR, 53.0, 2190.0, 2243.0, 
234, -1, BR, 8.0, 2204.0, 2212.0, 
265, 1, FR, 6.0, 2445.0, 2451.0, 
274, 1, FR, 63.0, 2511.0, 2574.0, 
274, 1, FR, 21.0, 2485.0, 2506.0, 
287, 1, FR, 143.0, 2584.0, 2727.0, 
294, 1, FR, 10.0, 2729.0, 2739.0, 
298, 1, FR, 6.0, 2752.0, 2758.0, 
299, 1, FR, 25.0, 2761.0, 2786.0, 
301, -1, BR, 39.0, 2788.0, 2827.0, 
304, -1, BR, 8.0, 2829.0, 2837.0, 
307, -1, BR, 31.0, 2840.0, 2871.0, 
308, -1, BR, 47.0, 2874.0, 2921.0, 
317, -1, BR, 11.0, 2923.0, 2934.0, 
320, -1, BR, 10.0, 2940.0, 2950.0, 
322, -1, BR, 23.0, 2952.0, 2975.0, 
329, 1, FR, 11.0, 2977.0, 2988.0, 
332, 1, FR, 24.0, 2990.0, 3014.0, 
339, 1, FR, 21.0, 3018.0, 3039.0, 
362, -1, BR, 7.0, 3250.0, 3257.0, 
366, -1, BR, 4.0, 3268.0, 3272.0, 
368, -1, BR, 22.0, 3276.0, 3298.0, 
369, -1, BR, 87.0, 3300.0, 3387.0, 
370, -1, BR, 13.0, 3328.0, 3341.0, 
374, -2, BT, 105.0, 3374.0, 3479.0, 
395, -1, BR, 2.0, 3557.0, 3559.0, 
395, -1, BR, 3.0, 3551.0, 3554.0, 
395, -1, BR, 5.0, 3544.0, 3549.0, 
395, -1, BR, 3.0, 3539.0, 3542.0, 
395, -1, BR, 2.0, 3535.0, 3537.0, 
400, -1, BR, 9.0, 3659.0, 3668.0, 
411, 1, FR, 149.0, 3753.0, 3902.0, 
413, 1, FR, 29.0, 3945.0, 3974.0, 
413, 1, FR, 2.0, 3936.0, 3938.0, 
413, 1, FR, 49.0, 3881.0, 3930.0, 
413, 1, FR, 2.0, 3863.0, 3865.0, 
413, 1, FR, 12.0, 3849.0, 3861.0, 
413, 1, FR, 37.0, 3808.0, 3845.0, 
414, -1, BR, 5.0, 3812.0, 3817.0, 
417, 1, FR, 50.0, 3904.0, 3954.0, 
419, 2, FT, 45.0, 3961.0, 4006.0, 
421, -1, BR, 12.0, 4014.0, 4026.0, 
422, -1, BR, 100.0, 4028.0, 4128.0, 
423, 1, FR, 3.0, 4496.0, 4499.0, 
423, 1, FR, 28.0, 4465.0, 4493.0, 
423, 1, FR, 136.0, 4327.0, 4463.0, 
423, 1, FR, 42.0, 4282.0, 4324.0, 
423, 1, FR, 23.0, 4255.0, 4278.0, 
423, 1, FR, 5.0, 4241.0, 4246.0, 
423, 1, FR, 7.0, 4221.0, 4228.0, 
423, 1, FR, 3.0, 4216.0, 4219.0, 
423, 1, FR, 55.0, 4159.0, 4214.0, 
423, 1, FR, 15.0, 4137.0, 4152.0, 
423, 1, FR, 34.0, 4101.0, 4135.0, 
423, 1, FR, 11.0, 4067.0, 4078.0, 
431, 1, FR, 8.0, 4138.0, 4146.0, 
432, 2, FT, 23.0, 4148.0, 4171.0, 
433, 1, FR, 201.0, 4173.0, 4374.0, 
442, 1, FR, 5.0, 4387.0, 4392.0, 
446, -1, BR, 15.0, 4396.0, 4411.0, 
456, 1, FR, 8.0, 4495.0, 4503.0, 
460, 1, FR, 29.0, 4521.0, 4550.0, 
462, 1, FR, 4.0, 4553.0, 4557.0, 
465, 1, FR, 52.0, 4611.0, 4663.0, 
465, 1, FR, 4.0, 4602.0, 4606.0, 
465, 1, FR, 36.0, 4564.0, 4600.0, 
497, 1, FR, 83.0, 5090.0, 5173.0, 
497, 1, FR, 2.0, 5080.0, 5082.0, 
497, 1, FR, 5.0, 5073.0, 5078.0, 
503, 1, FR, 9.0, 5187.0, 5196.0, 
514, -1, BR, 7.0, 5369.0, 5376.0, 
531, 1, FR, 99.0, 5440.0, 5539.0, 
539, 1, FR, 17.0, 5509.0, 5526.0, 
548, 1, FR, 167.0, 5589.0, 5756.0, 
548, 1, FR, 3.0, 5583.0, 5586.0, 
559, 1, FR, 15.0, 5696.0, 5711.0, 
574, 1, FR, 29.0, 6023.0, 6052.0, 
574, 1, FR, 12.0, 6008.0, 6020.0, 
586, -1, BR, 11.0, 6137.0, 6148.0, 
608, 2, FT, 5.0, 6288.0, 6293.0, 
638, 1, FR, 8.0, 7058.0, 7066.0, 
642, 1, FR, 12.0, 7214.0, 7226.0, 
642, 1, FR, 126.0, 7085.0, 7211.0, 
649, 1, FR, 2.0, 7310.0, 7312.0, 
649, 1, FR, 2.0, 7304.0, 7306.0, 
681, 1, FR, 6.0, 8204.0, 8210.0, 
681, 1, FR, 5.0, 8194.0, 8199.0, 
681, 1, FR, 11.0, 8180.0, 8191.0, 
683, 1, FR, 17.0, 8328.0, 8345.0, 
683, 1, FR, 6.0, 8313.0, 8319.0, 
683, 1, FR, 22.0, 8289.0, 8311.0, 
683, 1, FR, 2.0, 8285.0, 8287.0, 
683, 1, FR, 32.0, 8251.0, 8283.0, 
683, 1, FR, 3.0, 8243.0, 8246.0, 
689, 1, FR, 15.0, 8351.0, 8366.0, 
691, 1, FR, 3.0, 8424.0, 8427.0, 
691, 1, FR, 52.0, 8368.0, 8420.0, 
710, 1, FR, 5.0, 8692.0, 8697.0, 
733, 1, FR, 11.0, 9053.0, 9064.0, 
733, 1, FR, 6.0, 9033.0, 9039.0, 
733, 1, FR, 6.0, 9024.0, 9030.0, 
741, 1, FR, 17.0, 9236.0, 9253.0, 
741, 1, FR, 4.0, 9230.0, 9234.0, 
741, 1, FR, 107.0, 9119.0, 9226.0, 
741, 1, FR, 11.0, 9103.0, 9114.0, 
746, -1, BR, 2.0, 9220.0, 9222.0, 
788, 1, FR, 10.0, 10090.0, 10100.0, 
791, -2, BT, 223.0, 10180.0, 10403.0, 
798, 1, FR, 39.0, 10761.0, 10800.0, 
798, 1, FR, 391.0, 10354.0, 10745.0, 
803, 1, FR, 11.0, 10368.0, 10379.0, 
805, -1, BR, 8.0, 10385.0, 10393.0, 
806, -1, BR, 17.0, 10396.0, 10413.0, 
816, -1, BR, 42.0, 10415.0, 10457.0, 
823, 1, FR, 3.0, 10504.0, 10507.0, 
823, 1, FR, 11.0, 10491.0, 10502.0, 
823, 1, FR, 8.0, 10479.0, 10487.0, 
823, 1, FR, 6.0, 10469.0, 10475.0, 
823, 1, FR, 2.0, 10448.0, 10450.0, 
827, -1, BR, 285.0, 10461.0, 10746.0, 
829, 1, FR, 20.0, 10518.0, 10538.0, 
832, -1, BR, 85.0, 10749.0, 10834.0, 
836, 1, FR, 53.0, 10937.0, 10990.0, 
836, 1, FR, 2.0, 10919.0, 10921.0, 
836, 1, FR, 108.0, 10801.0, 10909.0, 
847, -1, BR, 12.0, 10847.0, 10859.0, 
850, 1, FR, 53.0, 10861.0, 10914.0, 
853, 1, FR, 2.0, 10892.0, 10894.0, 
855, 1, FR, 19.0, 10903.0, 10922.0, 
859, 1, FR, 155.0, 10924.0, 11079.0, 
867, 1, FR, 61.0, 10960.0, 11021.0, 
876, 1, FR, 32.0, 11040.0, 11072.0, 
876, 1, FR, 6.0, 11027.0, 11033.0, 
881, 1, FR, 10.0, 11074.0, 11084.0, 
883, -2, BT, 416.0, 11081.0, 11497.0, 
914, 1, FR, 3.0, 11499.0, 11502.0, 
917, 1, FR, 2.0, 11537.0, 11539.0, 
921, 1, FR, 120.0, 11635.0, 11755.0, 
929, 1, FR, 4.0, 11740.0, 11744.0, 
941, 1, FR, 5.0, 11894.0, 11899.0, 
944, 1, FR, 6.0, 13309.0, 13315.0, 
944, 1, FR, 6.0, 13297.0, 13303.0, 
944, 1, FR, 1346.0, 11949.0, 13295.0, 
964, 1, FR, 70.0, 12396.0, 12466.0, 
965, -1, BR, 270.0, 12468.0, 12738.0, 
977, -1, BR, 209.0, 12740.0, 12949.0, 
979, -1, BR, 18.0, 12751.0, 12769.0, 
983, -1, BR, 2.0, 12808.0, 12810.0, 
996, 1, FR, 7.0, 13228.0, 13235.0, 
996, 1, FR, 26.0, 13190.0, 13216.0, 
1004, 1, FR, 9.0, 13382.0, 13391.0, 
1004, 1, FR, 3.0, 13373.0, 13376.0, 
1004, 1, FR, 2.0, 13369.0, 13371.0, 
1004, 1, FR, 8.0, 13357.0, 13365.0, 
1008, 1, FR, 5.0, 13424.0, 13429.0, 
1012, 1, FR, 58.0, 13678.0, 13736.0, 
1012, 1, FR, 6.0, 13663.0, 13669.0, 
1012, 1, FR, 11.0, 13648.0, 13659.0, 
1012, 1, FR, 5.0, 13633.0, 13638.0, 
1012, 1, FR, 3.0, 13618.0, 13621.0, 
1062, 1, FR, 263.0, 14716.0, 14979.0, 
1062, 1, FR, 8.0, 14698.0, 14706.0, 
1065, 1, FR, 25.0, 15005.0, 15030.0, 
1083, 1, FR, 4.0, 15216.0, 15220.0, 
1083, 1, FR, 11.0, 15199.0, 15210.0, 
1083, 1, FR, 3.0, 15194.0, 15197.0, 
1089, -2, BT, 10.0, 15231.0, 15241.0, 
1134, 1, FR, 24.0, 15991.0, 16015.0, 
1134, 1, FR, 18.0, 15968.0, 15986.0, 
1134, 1, FR, 13.0, 15946.0, 15959.0, 
1134, 1, FR, 187.0, 15736.0, 15923.0, 
1134, 1, FR, 2.0, 15730.0, 15732.0, 
1134, 1, FR, 36.0, 15692.0, 15728.0, 
1134, 1, FR, 10.0, 15672.0, 15682.0, 
1134, 1, FR, 6.0, 15661.0, 15667.0, 
1134, 1, FR, 14.0, 15642.0, 15656.0, 
1142, 1, FR, 13.0, 15721.0, 15734.0, 
1159, -1, BR, 17.0, 15830.0, 15847.0, 
1189, 1, FR, 2.0, 16192.0, 16194.0, 
1190, 1, FR, 2.0, 16239.0, 16241.0, 
1190, 1, FR, 10.0, 16223.0, 16233.0, 
1190, 1, FR, 3.0, 16205.0, 16208.0, 
1191, 1, FR, 4.0, 16206.0, 16210.0, 
1192, 1, FR, 5.0, 16212.0, 16217.0, 
1200, -1, BR, 10.0, 16349.0, 16359.0, 
1212, 1, FR, 3.0, 16559.0, 16562.0, 
1212, 1, FR, 3.0, 16554.0, 16557.0, 
1213, 1, FR, 13.0, 16623.0, 16636.0, 
1213, 1, FR, 18.0, 16603.0, 16621.0, 
1221, 1, FR, 13.0, 16922.0, 16935.0, 
1225, -2, BT, 6.0, 16951.0, 16957.0, 
1231, 1, FR, 2.0, 17034.0, 17036.0, 
1237, -1, BR, 5.0, 17157.0, 17162.0, 
1237, -1, BR, 15.0, 17138.0, 17153.0, 
1246, 1, FR, 6.0, 17381.0, 17387.0, 
1247, 1, FR, 2.0, 17411.0, 17413.0, 
1247, 1, FR, 2.0, 17400.0, 17402.0, 
1268, 1, FR, 2.0, 17756.0, 17758.0, 
1268, 1, FR, 18.0, 17736.0, 17754.0, 
1277, 1, FR, 29.0, 17840.0, 17869.0, 
1277, 1, FR, 6.0, 17805.0, 17811.0, 
1288, 1, FR, 3.0, 17901.0, 17904.0, 
1290, -1, BR, 3.0, 17916.0, 17919.0, 
1290, -1, BR, 9.0, 17902.0, 17911.0, 
1310, 1, FR, 3.0, 18333.0, 18336.0, 
1310, 1, FR, 6.0, 18322.0, 18328.0, 
1310, 1, FR, 14.0, 18302.0, 18316.0, 
1310, 1, FR, 5.0, 18292.0, 18297.0, 
1310, 1, FR, 6.0, 18271.0, 18277.0, 
1311, -1, BR, 10.0, 18280.0, 18290.0, 
1323, 1, FR, 5.0, 18512.0, 18517.0, 
1336, 1, FR, 31.0, 18832.0, 18863.0, 
1336, 1, FR, 4.0, 18820.0, 18824.0, 
1353, 1, FR, 9.0, 19128.0, 19137.0, 
1353, 1, FR, 9.0, 19101.0, 19110.0, 
1353, 1, FR, 2.0, 19091.0, 19093.0, 
1378, 1, FR, 16.0, 19653.0, 19669.0, 
1384, 1, FR, 14.0, 19922.0, 19936.0, 
1391, 1, FR, 11.0, 19983.0, 19994.0, 
1391, 1, FR, 3.0, 19964.0, 19967.0, 
1391, 1, FR, 8.0, 19953.0, 19961.0, 
1391, 1, FR, 3.0, 19948.0, 19951.0, 
1425, 1, FR, 16.0, 20282.0, 20298.0, 
1425, 1, FR, 6.0, 20274.0, 20280.0, 
1446, 1, FR, 22.0, 20521.0, 20543.0, 
1446, 1, FR, 4.0, 20514.0, 20518.0, 
1448, 1, FR, 17.0, 20571.0, 20588.0, 
1450, 2, FT, 54.0, 20590.0, 20644.0, 
1480, 1, FR, 5.0, 21065.0, 21070.0, 
1480, 1, FR, 11.0, 21052.0, 21063.0, 
1480, 1, FR, 20.0, 21030.0, 21050.0, 
1480, 1, FR, 157.0, 20865.0, 21022.0, 
1488, 1, FR, 307.0, 21087.0, 21394.0, 
1489, 1, FR, 28.0, 21097.0, 21125.0, 
1490, 2, FT, 206.0, 21128.0, 21334.0, 
1496, -1, BR, 5.0, 21267.0, 21272.0, 
1500, -1, BR, 420.0, 21338.0, 21758.0, 
1504, 1, FR, 12.0, 21570.0, 21582.0, 
1504, 1, FR, 3.0, 21536.0, 21539.0, 
1504, 1, FR, 53.0, 21476.0, 21529.0, 
1510, -2, BT, 314.0, 21760.0, 22074.0, 
1516, 1, FR, 7.0, 22022.0, 22029.0, 
1516, 1, FR, 3.0, 22007.0, 22010.0, 
1516, 1, FR, 76.0, 21924.0, 22000.0, 
1516, 1, FR, 2.0, 21920.0, 21922.0, 
1516, 1, FR, 3.0, 21915.0, 21918.0, 
1526, 1, FR, 3.0, 22118.0, 22121.0, 
1526, 1, FR, 4.0, 22101.0, 22105.0, 
1527, 1, FR, 3092.0, 22266.0, 25358.0, 
1527, 1, FR, 4.0, 22256.0, 22260.0, 
1527, 1, FR, 103.0, 22151.0, 22254.0, 
1533, 1, FR, 3.0, 22367.0, 22370.0, 
1533, 1, FR, 40.0, 22324.0, 22364.0, 
1533, 1, FR, 10.0, 22308.0, 22318.0, 
1537, 1, FR, 11.0, 22427.0, 22438.0, 
1537, 1, FR, 2.0, 22423.0, 22425.0, 
1537, 1, FR, 12.0, 22409.0, 22421.0, 
1537, 1, FR, 5.0, 22394.0, 22399.0, 
1540, 1, FR, 4.0, 22425.0, 22429.0, 
1541, 1, FR, 46.0, 22432.0, 22478.0, 
1543, 1, FR, 40.0, 22618.0, 22658.0, 
1543, 1, FR, 116.0, 22497.0, 22613.0, 
1545, 1, FR, 30.0, 23027.0, 23057.0, 
1545, 1, FR, 2.0, 23023.0, 23025.0, 
1545, 1, FR, 537.0, 22482.0, 23019.0, 
1555, 1, FR, 366.0, 22614.0, 22980.0, 
1577, 1, FR, 26.0, 23152.0, 23178.0, 
1577, 1, FR, 33.0, 23109.0, 23142.0, 
1577, 1, FR, 12.0, 23092.0, 23104.0, 
1577, 1, FR, 107.0, 22983.0, 23090.0, 
1588, 1, FR, 9.0, 23197.0, 23206.0, 
1588, 1, FR, 4.0, 23190.0, 23194.0, 
1595, 1, FR, 145.0, 23280.0, 23425.0, 
1609, 1, FR, 2.0, 23659.0, 23661.0, 
1609, 1, FR, 16.0, 23636.0, 23652.0, 
1609, 1, FR, 9.0, 23621.0, 23630.0, 
1649, 1, FR, 3.0, 24536.0, 24539.0, 
1657, 1, FR, 3.0, 24835.0, 24838.0, 
1658, 1, FR, 22.0, 24856.0, 24878.0, 
1659, 1, FR, 6.0, 27069.0, 27075.0, 
1659, -2, BT, 2159.0, 24904.0, 27063.0, 
1659, -1, BR, 7.0, 24894.0, 24901.0, 
1671, 1, FR, 5.0, 25163.0, 25168.0, 
1675, -1, BR, 2.0, 25616.0, 25618.0, 
1679, 1, FR, 33.0, 26062.0, 26095.0, 
1683, 1, FR, 2.0, 26399.0, 26401.0, 
1683, 1, FR, 9.0, 26387.0, 26396.0, 
1683, 1, FR, 3.0, 26380.0, 26383.0, 
1683, 1, FR, 10.0, 26368.0, 26378.0, 
1683, 1, FR, 24.0, 26341.0, 26365.0, 
1683, 1, FR, 11.0, 26327.0, 26338.0, 
1683, 1, FR, 2.0, 26321.0, 26323.0, 
1683, 1, FR, 21.0, 26297.0, 26318.0, 
